TIME 24 HOURS,COUNTY,ROAD,PLACE,BRIEF ACCIDENT DETAILS,GENDER,AGE,CAUSE CODE,VICTIM,NO.,Date DD/MM/YYYY,year,hour,is_peak_hour
NAROK,NAROK,NAROK- BOMET,OLOLUNGA TRADING CENTRE,THE T/L/CRUISER HIT THE M/CYCLIST KILLING THE VICTIM .,M,23,8.0,RIDER,1,2017-03-25,2017,,0
1830HRS,UASIN NGISHU,PLATEAU GIRLS HIGH SCHOOL,FIELD,THE M/V RUN OVER THE VICTIM AND THE VICTIM DIED WHILE UNDER GOING TREATMENT.,F,16,70.0,PEDESTRIAN,1,2017-03-24,2017,,0
810,KAKAMEGA,ELDORET- WEBUYE,MABANGA,UNKOWN PEDAL CYCLIST LOST CONTROL AND FELL DOWN ON THE ROAD AFTER HE WAS OVERTOOK BY THE LORRY AND DIED ON THE SPOT.,M,A,10.0,P/CYCLIST,1,2017-03-24,2017,8.0,1
845HRS,MURANGA,THIKA - KENOL,KABATI FLYOVER,THE M/V GOT TYRE BURST AND ROLLED SEVERALLY KILLING A PASSENGER ON THE SPOT.,F,42,79.0,PASSENGER,1,2017-03-24,2017,,0
1230,NAIROBI,THIKA,SURVEY,THE M/V OVER RUNED A PASSENGER WHO JUMPED DOWN WHILE THE BUS WAS ON MOTION KILLING ON THE SPOT.,M,A,98.0,PASSENGER,2,2017-03-24,2017,12.0,0
1445,KIAMBU,KIAMBU WEST,KIAMUMBI KAMITI CORNER,THE M/V HIT THE VICTIM KILLING HIM.,M,22,11.0,PEDESTRIAN,1,2017-03-24,2017,14.0,0
1530HRS,KERICHO,KERICHO LETAIN,LETAIN,THE M/V KNOCKED DOWN THE VICTIM KILLING HIM INSTANTLY.,F,61,7.0,PEDESTRIAN,1,2017-03-24,2017,,0
1730HRS,NAIROBI,LADHIS,SAKWA JUNCTION,THE LORRY HIT THE M/CYCLIST FROM BEHIND AND DIED ON THE SPOT.,M,26,63.0,M/CYCLIST,1,2017-03-24,2017,,0
0600HRS,NAROK,CHORA,ALONGSIDE THE SAID RD,THE TRACTOR HIT A BIG STONE AND THREW A PASSENGER WHO WAS RUSHED TO NAROK HOSPITAL AND DIED WHILE UNDER GOING TREATMENT.,M,A,70.0,PASSENGER,1,2017-03-24,2017,,0
0220HRS,NAIROBI,MOMBASA,GENERAL MORTORS,UNKNOWN PEDESTRIAN WAS HIT BY UNKNOWN M/V WHICH DID NOT STOP AND DIED ON THE SPOT.,M,A,98.0,PEDESTRIAN,1,2017-03-24,2017,,0
1330,KAKAMEGA,BUSIA-MAYONI,LAIRI RIVER,THE VEHICLES LOST CONTROL AND OVERTURNED,F,A,26.0,PASSENGERS,1,2017-03-23,2017,13.0,0
930,NANDI,KABIYET KURGONG-KIPKAREN SALIA RD,KIPKAREN SALIA JUNCTION,THE M/CYCLE COLLIDED HEAD ON WITH ANOTHER M/CYCLE,M,25&28,37.0,RIDERS,2,2017-03-23,2017,9.0,1
730,KIRINYAGA,SAGANA-KARATINA,KARIMA AREA,THE VEHICLES KNOCKED DOWN A PEDESTRIAN,F,43,98.0,PEDESTRIAN,1,2017-03-23,2017,7.0,1
730,KAKAMEGA,EKERO-SABATIA,KAMBI NJIRINYA,THE VEHICLE COLLIDED HEAD ON WITH THE M/CYCLE,M & F/J,52 &17,98.0,RIDER & P/PASSENGER,2,2017-03-23,2017,7.0,1
1830,UASIN GISHU,WITHIN UASIN GISHU,PLATEAU GIRLS HIGH SCHOOL,THE VEHICLE DRAGGED THE VICTIM,F,16,70.0,PASSENGERS,1,2017-03-23,2017,18.0,1
1845,KIAMBU,LIMURU-KAMANDURA,LIMURU HOTEL,THE M/CYCLE WAS HIT BY A LORRY,F,41,98.0,P/PASSENGER,1,2017-03-22,2017,18.0,1
1400,BOMET,SOTIK-NAROK,CHEPILAT HIGHWAY ACADEMY,THE BUS RAN OVER THE VICTIM WHO WAS TRYING TO BOARD THE MOVING BUS,J,M,9.0,PEDESTRIAN,1,2017-03-22,2017,14.0,0
615,BARINGO,NAKURU-ELDORET,MAWE TATU AREA,THE VEHICLE COLLIDED HEAD ON WITH A TRAILER WHILE OVERTAKING,M,25&19,10.0,PASSENGERS,2,2017-03-21,2017,6.0,1
930,MURANGA,MAKENJI-MURUKA,GITURI AREA,THE M/CYCLE COLLIDED HEAD ON WITH THE M/VEHICLE,M,A,37.0,RIDER & P/PASSENGER,2,2017-03-21,2017,9.0,1
930,NANDI,KAPSABET-CHAVAKALI,MOTHER FRANSISCA AREA,THE M/CYCLE KNOCKED DOWN A PEDESTRIAN,M,38,6.0,PEDESTRIAN,1,2017-03-21,2017,9.0,1
1400,NAIROBI,PROF.WANGARI MATHAI,SHELL PETROL STN,THE M/CYCLE LOST CONTROL AND ROLLED SEVERAL TIMES,M,A,36.0,RIDER & P/PASSENGER,2,2017-03-21,2017,14.0,0
1500,KIAMBU,NYERI - THIKA,DELMONTE FACTORY JUNCTION,THE M/CYCLE HIT THE REAR SIDE OF THE LORRY,M,40,57.0,RIDER,1,2017-03-21,2017,15.0,0
1600,NYANDARUA,OLKALOU-KARIAMU,KWA WATER AREA,THE VEHICLE COLLIDED HEAD ON WITH THE M/CYCLE,M,50,7.0,RIDER,1,2017-03-21,2017,16.0,0
1330,EMBU,EMBU-MERU,KIARAGANA,THE MATATU COLLIDED HEAD ON WITH THE BUS,2M & F,A,10.0,1 DRIVER & 2 PASSENGERS,3,2017-03-21,2017,13.0,0
1540,KIRINYAGA,SAGANA-MAKUTANO,RUKANGA,THE VEHICLE LOST CONTROL AND KNOCKED DOWN THE M/CYCLE,M,21 & 21,26.0,RIDER & P/PASSENGER,2,2017-03-21,2017,15.0,0
1700,MIGORI,AWENDO - RONGO,KANYAWANGA JUNCTION,THE M/CYCLE COLLIDED HEAD ON WITH THE M/VEHICLE,M,A,50.0,RIDER & P/PASSENGER,2,2017-03-21,2017,17.0,1
1900,NAROK,KISII-KILGORIS,NYANGUSU MARKET,THE VEHICLE MADE A SUDDEN U-TURN DRAGGING A PEDESTRIAN,M,9,15.0,PEDESTRIAN,1,2017-03-21,2017,19.0,1
2115,NYERI,NYERI-KARATINA,KANYAMA AREA,THE VEHICLE KNOCKED DOWN A PEDESTRIAN,M,A,63.0,PEDESTRIAN,1,2017-03-21,2017,21.0,0
1530,KIAMBU,NORTHERN BY PASS ROAD,NGOMONGO QUARRY,THE MOTOR VEHICLE KNOCKED DOWN A PEDESTRIAN,M/A,22,60.0,PEDESTRIAN,1,2017-03-20,2017,15.0,0
2030,NYANDARUA,OLKALOU-NYAHURURU ROAD,KAHURUKO AREA,THE MATATU KNOCKED DOWN A PEDESTRIAN,M,47,60.0,PEDESTRIAN,1,2017-03-20,2017,20.0,0
1930,BUNGOMA,BUNGOMA-MALABA,NANGENI AREA,THE VICTIM WAS RUN OVER BY A TYRE OF A TRACTOR,M/J,13,99.0,PEDESTRIAN,1,2017-03-20,2017,19.0,1
30,KIAMBU,NAIVASHA-NAIROBI,MAGINA AREA,THE M/VEHICLE LOST CONTROL AND COLLIDED WITH THE LORRY,M,34,,DRIVER,1,2017-03-20,2017,0.0,0
330,KERICHO,MUHORONI-LONDIANI,TUNNEL AREA,THE BUS COLLIDED HEAD ON WITH THE VEHICLE,M&F,A,78.0,PASSENGERS,6,2017-03-19,2017,3.0,0
445,TAITA-TAVETA,MSA-NRB,MANYANI,THE TRAILER COLLIDED HEAD ON WITH THE VEHICLE,M&F,A,8.0,1 DRIVER & 4 PASSENGERS,5,2017-03-19,2017,4.0,0
430,NAIROBI,KANGUNDO RD,SHELL PETROL STATION NEAR NJIRU T CENTRE,THE UNKNOWN VEHICLE KNOCKED DOWN A PEDESTRIAN,F,40,98.0,PEDESTRIAN,1,2017-03-19,2017,4.0,0
630,SIAYA,KISUMU-BUSIA,MADEA AREA,THE BUS LOST CONTROL AND COLLIDED HEAD ON WITH THE TRAILER,M,A,20.0,PASSENGERS,2,2017-03-19,2017,6.0,1
745,KILIFI,KILIFI-MOMBASA,NEAR MNARANI SEC SCHOOL,THE M/VEHICLE LOST CONTROL AND HIT THE M/CYCLE,M,A,26.0,RIDER,1,2017-03-19,2017,7.0,1
1230,KILIFI,KALOLENI- MAZERAS RD,MWAKOMBE AREA,THE VEHICLE HIT A PEDESTRIAN,M,33,10.0,PEDESTRIAN,1,2017-03-19,2017,12.0,0
1530,LAIKIPIA,MATANYA ROAD,MUGETHO AREA,THE VEHICLE HIT THE M/CYCLE,M,A,,1 RIDER & 1P/PASSENGER,2,2017-03-19,2017,15.0,0
1830,TRANS NZOIA,KIMILILI-CHWELE ROAD,SICHEI AREA,THE VEHICLE KNOCKED DOWN THE M/CYCLE,M,36,52.0,PASSENGERS,1,2017-03-19,2017,18.0,1
1800,MACHAKOS,MATUU-THIKA ROAD,KWA MAKAA AREA,THE BUS LOST CONTROL AND VEERED OFF THE ROAD,M,36,26.0,PASSENGERS,1,2017-03-19,2017,18.0,1
2215,MACHAKOS,NAIROBI-TALA ROAD,NEAR TALA HIGH SCHOOL,THE VEHICLE KNOCKED DOWN A PEDESTRIAN,M,41,,PEDESTRIAN,1,2017-03-19,2017,22.0,0
2205,NAIROBI,MURANGA RD,NEAR NAIROBI WATER,THE VEHICLE KNOCKED DOWN A PEDESTRIAN,F,28,68.0,PEDESTRIAN,1,2017-03-19,2017,22.0,0
2120,MAKUENI,MSA-NRB,NEAR MASIMBA SGR STN,THE MOTOR VEHICLE HIT THE REAR WHEEL OF THE TRAILER LOST CONTROL AND COLLIDED WITH ANOTHER VEHICLE,M,A,8.0,DRIVER,1,2017-03-18,2017,21.0,0
2030,SIAYA,BONDO-KISUMU,KAUDHA AREA,THE M/CYCLE KNOCKED DOWN A PEDESTRIAN,F,65,98.0,PEDESTRIAN,1,2017-03-18,2017,20.0,0
1900,HOMA-BAY,KINDU-BAY KATITU,UNSPECIFED,THE UNKOWN VEHICLE KNOCKED DOWN A PEDESTRIAN,M,8,98.0,PEDESTRIAN,1,2017-03-18,2017,19.0,1
1500,KISUMU,KATITO KEMDUBAY,KAMONDO BRIDGE,THE M/CYCLE LOST CONTROL AND WAS KNOCKED DOWN BY THE SAID BUS,M&F,"42,24,32",26.0,RIDER & P/PASSENGER,3,2017-03-18,2017,15.0,0
1200,KIAMBU,GATUNDU RD,OPP PCEA GATEWAY CHURCH,THE MOTORCYCLE COLLIDED WITH THE SAID MATATU,M,A,8.0,RIDER,1,2017-03-18,2017,12.0,0
610,KILIFI,KILIIFI-DIANI,CORNER BEACH JUNTION,THE VEHICLE LOST CONTOL AND RAMMED INTO A TREE,M,25,7.0,RIDER,1,2017-03-18,2017,6.0,1
1130,KIAMBU,KIAMBU KWAMAIKO,KWAMAIKO TRADING CENTER,HEAD ON COLLISION,F,42,8.0,P/PASSENGER,1,2017-03-17,2017,11.0,0
1430,MIGORI,NYABOHANSE KOMOMWAMU,KIBURANGA AREA,THE VEHICLE KNOCKED DOWN THE VICTIM,F,4,19.0,PEDESTRIAN,1,2017-03-17,2017,14.0,0
2100,KIRINYAGA,KENOL MAKUTANO,WACHORO AREA,THE VEHICLE KNOCKED DOWN THE VICTIM,M,45,63.0,PEDESTRIAN,1,2017-03-17,2017,21.0,0
330,MACHAKOS,MOMBASA NAIROBI,KONZA AREA,HEAD ON COLLISION,M,A,98.0,DRIVER,1,2017-03-17,2017,3.0,0
330,MACHAKOS,MOMBASA NAIROBI,KONZA AREA,HEAD ON COLLISION,M,A,98.0,DRIVER,2,2017-03-17,2017,3.0,0
1100,KIAMBU,NORTHERN BY PASS,NEAR NJATHAINI JUNCTION,THE VEHICLE KNOCKED DOWN THE VICTIM,M & F,A,11.0,PEDESTRIAN,2,2017-03-16,2017,11.0,0
2100,NYERI,NYERI NANYUKI,GITHIURU AREA,HEAD ON COLLISION,M,60,10.0,P/PASSENGER,1,2017-03-16,2017,21.0,0
1600,KIAMBU,NORTHEN BY PASS,KAHAWA WEST,HIT AND RUN,M,60,7.0,PEDESTRIAN,1,2017-03-14,2017,16.0,0
1830,UASIN GISHU,ELDORET NAKURU,SHAMBA MPYA,HEAD ON COLLISION,M,A,10.0,PASSENGER,1,2017-03-14,2017,18.0,1
2000,SIAYA,SIAYA LUANDA,ESALUWA,THE VEHICLE LOST CONTROL AND ROLLED,M,38,61.0,PASSENGER,1,2017-03-14,2017,20.0,0
2230,KIAMBU,NAIROBI NAIVASHA,KINOO,THE VEHICLE KNOCKED DOWN THE VICTIM,M,A,68.0,PEDESTRIAN,1,2017-03-14,2017,22.0,0
2050,MACHAKOS,MATUU THIKA,KWA MAKAA,THE VEHICLE KNOCKED DOWN THE VICTIM,M,A,68.0,PEDESTRIAN,1,2017-03-14,2017,20.0,0
20,MOYALE,SESSI,PRISON,THE CYCLE KNOCKED DOWN THE VICTIM,M,59,98.0,PEDESTRIAN,1,2017-03-14,2017,0.0,0
840,KITUI,MUMO MUTINI,KWANYINGI PRI. SCHOOL,THE CYCLE LOST CONTROL AND FELL DOWN,M,A,54.0,P/PASSENGER,1,2017-03-13,2017,8.0,1
1930,NAIROBI,AIRWINGS KODHEK ROAD,NEAR RADAR SECURITY,THE CYCLE WAS HIT BY THE VEHICLE,M,A,38.0,M/CYCLIST,1,2017-03-13,2017,19.0,1
1930,BUNGOMA,BUNGOMA WEBUYE,BUKEMBE AREA,HIT AND RUN,F,A,98.0,PEDESTRIAN,1,2017-03-13,2017,19.0,1
840,NAIROBI,WAIYAKI WAY,NEAR PETRO PETROL STAION,THE VEHICLE KNOCKED DOWN THE VICTIM,F,A,60.0,PEDESTRIAN,1,2017-03-12,2017,8.0,1
1720,BOMET,BOMET -NAROK,NEAR NYANGORES RIVER,THE VEHICLE KNOCKED DOWN THE VICTIM,M,J,68.0,PEDESTRIAN,1,2017-03-12,2017,17.0,1
1800,MIGORI,RONGO- AWENDO,RAKWARO AREA,THE M/V KNOCKED DOWN THE VICTIM AND DROVE AWAY.,F,26,98.0,PEDESTRIAN,1,2017-03-12,2017,18.0,1
2045,NAIROBI,WAIYAKI WAY,NEAR KANGEMI STAGE,THE VEHICLE KNOCKED DOWN THE VICTIM,M,A,98.0,PEDESTRIAN,1,2017-03-12,2017,20.0,0
700,KIAMBU,BANANA RUAKA,RUAKA BRIDGE AREA,HEAD ON COLLISION,M,27,7.0,M/CYCLIST,1,2017-03-11,2017,7.0,1
1145,NAKURU,NAKURU ELDORET,SALGAA TRADING CENTRE,THE VEHICLE LOST CONTROL AND KNOCKED DOWN THE VICTIMS,M,A,26.0,PEDESTRIAN,2,2017-03-11,2017,11.0,0
1610,KIRINYAGA,MWEA EMBU,P.I. AREA,THE VEHICLE KNOCKED DOWN THE VICTIM,M,A,11.0,PEDESTRIAN,1,2017-03-11,2017,16.0,0
1800,KERICHO,KAPOROK SEGEREK,UNSPECIFIED,THE VEHICLE LOST CONTROL AND OVERTURNED,M,A,26.0,PASSENGER,4,2017-03-11,2017,18.0,1
30,KIAMBU,NORTHERN BY PASS,MEMBLEY ESTATE ENTRANCE,THE VEHICLE LOST CONTROL AND HIT A CULVERT,M,31,26.0,DRIVER,1,2017-03-11,2017,0.0,0
2130,MAKUENI,TAWA KALAWANI,NEAR LIVING WATER CHURCH,HIT AND RUN,M,40,98.0,PEDESTRIAN,1,2017-03-11,2017,21.0,0
1030,MIGORI,MIGORI AWENDO,NYALAGO AREA,THE CYCLE LOST CONTROL AND FELL DOWN,M,A,98.0,M/CYCLIST,1,2017-03-11,2017,10.0,0
130,NYERI,NDUNYU MUNYANGE,AT KAMOKO AREA,THE CYCLE KNOCKED DOWN THE VICTIM,M,56,36.0,PEDESTRIAN,1,2017-03-11,2017,1.0,0
230,MACHAKOS,NAIROBI MOMBASA,MLOLONGO AREA,THE VEHICLE KNOCKED DOWN THE VICTIM,M,A,60.0,PEDESTRIAN,1,2017-03-11,2017,2.0,0
930,KISUMU,KISUMU TOWNSHIP,KISUMU MAIN STAGE,THE BUS RAN OVER THE VICTIM,M,A,98.0,PEDESTRIAN,1,2017-03-10,2017,9.0,1
630,VIHIGA,KAKAMEGA KISUMU,AT LUNYERERE RIVER,THE CYCLE WAS KNOCKED DOWN BY THE FIELDER,M,A,22.0,M/CYCLIST,1,2017-03-10,2017,6.0,1
1400,NAIROBI,MOMBASA ROAD,NEAR BUNYALA R/ABOUT,THE VEHICLE LOST CONTROL AND VEERED OFF THE ROAD,M,A,26.0,PEDESTRIAN,1,2017-03-10,2017,14.0,0
730,UNKNOWN,MWANGULU MWELENI ROAD,NEAR MWANAKALA JUNCTION,THE VIVTIM JUMPED OUT OF THE MOVING VEHICLE,M,12,72.0,PASSENGER,1,2017-03-10,2017,7.0,1
1500,KAKAMEGA,WEBUYE ELDORET,MUHONJE TRADING CENTRE,THE CYCLE GOT A TYRE BURST AND LOST CONTROL AND ROLLED SEVERALLY,M,A,89.0,M/CYCLIST,1,2017-03-10,2017,15.0,0
2030,KISUMU,KISUMU BUSIA,LELA AREA,HEAD ON COLLISION,M,A,,M/CYCLIST,1,2017-03-10,2017,20.0,0
2030,KISUMU,KISUMU BUSIA,LELA AREA,HEAD ON COLLISION,M,A,,P/PASSENGER,1,2017-03-10,2017,20.0,0
2030,NAIROBI,MURANG'A ROAD,OPP. KAHAMA HOTEL,THE VEHICLE KNOCKED DOWN THE VICTIM,M,62,98.0,PEDESTRIAN,1,2017-03-10,2017,20.0,0
30,NYAMIRA,NYAMIRA MIRUKA ROAD,NYAMAIYA AREA,THE VEHICLE LOST CONTROL AND LANDED INTO DITCH,M,A,26.0,PASSENGER,3,2017-03-10,2017,0.0,0
1220,MIGORI,OMIRIGAMI-SENGERA RD,SENGERA AREA,VICTIM LANDED UNDER THE VEHICLE AND HIT THE WHEEL,M,A,36.0,P/PASSENGER,1,2017-03-09,2017,12.0,0
1430,MIGORI,KISUMU-NAIROBI,AFTAH AREA,THE VEHICLE HIT THE M/CYCLE,M,26,29.0,RIDER,1,2017-03-09,2017,14.0,0
1530,MERU,MITUNGUU-NKUBU,NYANGENE AREA,THE VICTIM WAS RAN OVER BY A VEHICLE,M,32,57.0,RIDER,1,2017-03-09,2017,15.0,0
300,TAITA-TAVETA,NAIROBI-MOMBASA,TALEH AREA,THE VEHICLE LOST CONTROL AND KNOCKED DOWN THE M/CYCLE,M&F,"40,38,45",8.0,"PASSENGER ,RIDER, P/PASSENGER",3,2017-03-09,2017,3.0,0
1730,KIAMBU,SOUTHERN BY PASS,GITARU AREA,THE VEHICLE KNOCKED DOWN A PEDESTRIAN,F,42,98.0,PEDESTRIAN,1,2017-03-09,2017,17.0,1
2030,NAIROBI,LIKONI ROAD,NEAR B.A.T GATE,THE BUS HIT THE M/CYCLE ON THE REAR,M,A,39.0,RIDER,1,2017-03-09,2017,20.0,0
730,EMBU,EMBU-KIRITIRI,MAJIMBO AREA,THE VEHICLE LOST CONTROL VEERED OFF THE ROAD AND ROLLED SEVERAL TIMES,M,25,7.0,PASSENGER,1,2017-03-07,2017,7.0,1
1205,NAIROBI,MOMBASA ROAD,NEAR SOUTH C FOOTBRIDGE,THE VEHICLE KNOCKED DOWN A PEDESTRIAN,F,A,63.0,PEDESTRIAN,1,2017-03-07,2017,12.0,0
600,MOMBASA,AIRPORT ROAD,PORTREIZ AREA,THE M/CYCLIST HIT A CULVERT,M,26,93.0,M/CYCLIST,1,2017-03-07,2017,6.0,1
1230,MAKUENI,NAIROBI-MOMBASA,OLD DC MUKAA OFFICE AREA,THE VEHICLE COLLIDED HEAD ON WITH THE TRAILER,M,4MTS,10.0,PASSENGER,1,2017-03-07,2017,12.0,0
1230,VIHIGA,KISUMU-KAKAMEGA,TIGOI AREA,THE VEHICLE COLLIDED HEAD ON WITH THE M/CYCLE,M,A,8.0,M/CYCLIST & P/PASSENGER,2,2017-03-07,2017,12.0,0
1600,KIAMBU,KIKUYU-DAGORETTI,DAGORETTI MARKET,THE LORRY KNOCKED DOWN A PEDESTRIAN,M,69,63.0,PEDESTRIAN,1,2017-03-07,2017,16.0,0
1630,HOMABAY,HOMABAY-KENDU BAY,NGERU AREA,THE VEHICLE KNOCKED DOWN A PEDESTRIAN,M,A,63.0,PEDESTRIAN,1,2017-03-07,2017,16.0,0
1830,KIAMBU,NAIVASHA-NAIROBI,KIAMBAA AREA,THE VEHICLE LOST CONTROL AND ROLLED SEVERAL TIMES,M,A,80.0,PASSENGER,1,2017-03-07,2017,18.0,1
2045,NAKURU,ELBURGON NJORO,NEAR KANANA FARM,THE VEHICLE KNOCKED DOWN A PEDESTRIAN,F,39,29.0,PEDESTRIAN,1,2017-03-07,2017,20.0,0
2200,KAJIADO,ISINYA-KAJIADO,UMMA UNIVERSITY,THE TRAILERS SANDWITCHED THE VICTIMS,M,A,26.0,2 DRIVERS & PASSENGER,3,2017-03-07,2017,22.0,0
730,MAKUENI,NAIROBI MOMBASA,KWA KINYUTI AREA,THE VEHICLE RAMMED INTO THE CYCLE,M,40,29.0,M/CYCLIST,1,2017-03-01,2017,7.0,1
800,NAKURU,NAIVASHA KINANGOP,KINAMBA AREA,HIT AND RUN,M,45,98.0,PEDESTRIAN,1,2017-03-01,2017,8.0,1
1000,KAJIADO,MAGADI ROAD,BANGLADESH AREA,HIT AND RUN,M,24,39.0,M/CYCLIST,1,2017-03-01,2017,10.0,0
1800,KILIFI,UKUNDA BEACH ROAD,ROCK STAR HOTEL,HEAD ON COLLISION,M,35,10.0,DRIVER,1,2017-03-01,2017,18.0,1
1800,NYAMIRA,KISII NYAMIRA,TINGA NYABIOTO BORDER,THE VEHICLE RAMMED INTO THE CYCLE,F,A,98.0,P/PASSENGER,1,2017-03-01,2017,18.0,1
2230,BARINGO,TIRIMIONINI KASISIT MURRAM ROAD,MOGOI AREA,THE VEHICLE RAMMED INTO THE CYCLE,M,18,98.0,M/CYCLIST,1,2017-03-01,2017,22.0,0
930,KIAMBU,THIKA SUPERHIGHWAY,KANDARA FLYOVER,THE VEHICLE KNOCKED DOWN THE VICTIM,M,A,10.0,P/CYCLIST,1,2017-02-28,2017,9.0,1
730,MURANGA,GAKONYA MUKURU WEINI,KAMAINDA,THE VEHICLE LOST CONTROL AND VEERED OFF THE ROAD,M,A,26.0,PASSENGERS,2,2017-02-28,2017,7.0,1
1230,TRANS NZOIA,KITALE KILONGOLO,NAMANJALA,THE VEHICLE RAN OVER THE P/PASSENGER,M,A,98.0,P/PASSENGER,1,2017-02-28,2017,12.0,0
1850,MACHAKOS,DEVKI MAKADARA,PEPE CONTAINER,THE VICTIM WAS TRYING TO BOARD THE VEHICLE WHEN HE WAS RAN OVER BY THE VICTIM,M,A,72.0,PASSENGER,1,2017-02-28,2017,18.0,1
2030,KIAMBU,THIKA GATANGA,JOGOO KIMAKIA,HIT AND RUN,M,37,98.0,PEDESTRIAN,1,2017-02-28,2017,20.0,0
845,MURANGA,SAGANA-KARATINA,KAINGWACHI AREA,THE VEHICLE KNOCKED DOWN A CYCLIST,M,61,29.0,P/CYCLIST,1,2017-02-22,2017,8.0,1
930,BARINGO,EMINING-OTERIT RD,OTERIT AREA,THE UNKNOWN VEHICLE KNOCKED DOWN A PEDESTRIAN,M,31,30.0,PEDESTRIAN,1,2017-02-22,2017,9.0,1
1250,NAKURU,NAIROBI-NAKURU,MARULA AREA,THE VEHICLES COLLIDED HEAD ON,M,A,37.0,DRIVER,1,2017-02-22,2017,12.0,0
1730,MIGORI,NTIMARU-KEHANCHA,TARANGANYA SHOPPING CENTRE,THE VEHICLE KNOCKED DOWN A PEDESTRIAN,M,J,36.0,PEDESTRIAN,1,2017-02-22,2017,17.0,1
1930,KIRINYAGA,KENOL-MAKUTANO,WACHORO AREA,THE CYCLE HIT THE STATIONARY VEHICLE,M,A,37.0,RIDER AND P/PASSENGER,2,2017-02-22,2017,19.0,1
2145,NAIROBI,THIKA RD,CAR WASH AREA,THE VEHICLE KNOCKED DOWN A PEDESTIRAN,M,20,98.0,PEDESTRIAN,1,2017-02-22,2017,21.0,0
2039,MAKUENI,NAIROBI-KANGUNDO,MAKENZIE AREA,THE VEHICLE COLLIDED HEAD ON WITH THE M/CYCLE,M,36,82.0,RIDER,1,2017-02-22,2017,20.0,0
139,NAIROBI,WAIYAKI WAY,KANGEMI STAGE,THE VEHICLE KNOCKED DOWN A PEDESTRIAN,M,A,98.0,PEDESTRIAN,1,2017-02-22,2017,1.0,0
